"Rk,Conference,Schls,W,L,W-L%,SRS,SOS,AP,NCAA,FF,Regular Season Champ,Tournament Champ"
"24,Southland Conference,10,120,152,.441,-8.23,-5.63,0,1,0,Louisiana-Monroe,Louisiana-Monroe"
"25,Trans America Athletic Conference,12,162,170,.488,-8.65,-6.71,0,1,0,College of Charleston (East) Samford (West) Southeastern Louisiana (West),Central Florida"
"26,Northeast Conference,10,135,147,.479,-9.05,-7.01,0,1,0,Mount St. Mary's,Monmouth"
"27,American West Conference,4,45,66,.405,-10.30,-3.99,0,0,0,Cal Poly,Southern Utah"
"28,Big South Conference,8,101,120,.457,-10.73,-6.95,0,1,0,North Carolina-Greensboro,North Carolina-Greensboro"
"29,Independent,2,22,31,.415,-11.25,-3.63,0,0,0,,"
"30,Patriot League,7,81,114,.415,-11.81,-7.63,0,1,0,Colgate Navy,Colgate"
"31,Mid-Continent Conference,10,128,151,.459,-13.71,-9.96,0,1,0,Valparaiso,Valparaiso"
"32,Southwest Athletic Conference,8,101,118,.461,-15.48,-9.72,0,1,0,Jackson State Mississippi Valley State,Mississippi Valley State"
"33,Mid-Eastern Athletic Conference,10,116,159,.422,-16.86,-10.85,0,1,0,Coppin State South Carolina State,South Carolina State"
"Rk,Conference,Schls,W,L,W-L%,SRS,SOS,AP,NCAA,FF,Regular Season Champ,Tournament Champ"
"1,Atlantic Coast Conference,9,175,102,.632,17.01,10.53,4,4,1,Maryland North Carolina Virginia Wake Forest,Wake Forest"
"2,Big Eight Conference,8,163,87,.652,13.94,8.67,5,5,1,Kansas,Oklahoma State"
"3,Pacific-10 Conference,10,173,120,.590,12.82,9.45,3,5,1,UCLA,"
"4,Southeastern Conference,12,210,148,.587,11.98,8.17,4,5,1,Kentucky (East) Arkansas (West) Mississippi State (West),Kentucky"
"5,Great Midwest Conference,7,128,89,.590,10.40,5.40,0,3,0,Memphis,Cincinnati"
"6,Big East Conference,10,175,124,.585,9.50,6.53,4,4,0,Connecticut,Villanova"
"7,Big Ten Conference,11,187,145,.563,9.39,6.99,2,6,0,Purdue,"
"8,Metropolitan Collegiate Athletic Conference,7,137,82,.626,9.16,4.77,0,3,0,Charlotte,Louisville"
"9,Atlantic 10 Conference,9,144,121,.543,8.24,6.64,1,2,0,Massachusetts,Massachusetts"
"10,Western Athletic Conference,10,163,135,.547,5.95,5.25,1,2,0,Utah,Utah"
"11,Missouri Valley Conference,11,168,147,.533,2.91,2.36,0,2,0,Tulsa,Southern Illinois"
"12,Big Sky Conference,8,124,99,.556,2.73,1.98,0,1,0,Montana Weber State,Weber State"
"13,Big West Conference,10,147,141,.510,2.22,2.70,0,1,0,Utah State,Long Beach State"
"14,West Coast Conference,8,123,103,.544,1.70,0.68,0,2,0,Santa Clara,Gonzaga"
"15,Southwest Conference,8,113,115,.496,1.09,1.70,0,1,0,Texas Texas Tech,Texas"
"16,Mid-American Conference,10,151,133,.532,1.03,1.47,0,2,0,Miami (OH),Ball State"
"17,Midwestern Collegiate Conference,11,154,153,.502,-2.45,-1.92,0,2,0,Xavier,Green Bay"
"18,North Atlantic Conference,9,132,122,.520,-3.77,-3.67,0,1,0,Drexel,Drexel"
"19,Metro Atlantic Athletic Conference,8,111,124,.472,-3.92,-2.78,0,2,0,Manhattan,Saint Peter's"
"20,Independent,2,25,29,.463,-4.40,-0.46,0,0,0,,"
"21,Sun Belt Conference,10,145,139,.511,-4.44,-3.32,1,1,0,Western Kentucky,Western Kentucky"
"22,Colonial Athletic Association,8,103,125,.452,-4.49,-2.35,0,1,0,Old Dominion,Old Dominion"
"23,Southern Conference,10,127,151,.457,-8.48,-4.29,0,1,0,Marshall (North) Chattanooga (South),Chattanooga"
"24,Big South Conference,9,119,129,.480,-8.54,-5.60,0,0,0,North Carolina-Greensboro,Charleston Southern"
"25,Southland Conference,10,134,144,.482,-8.98,-6.35,0,1,0,Nicholls State,Nicholls State"
"26,Trans America Athletic Conference,11,141,164,.462,-9.26,-5.89,0,1,0,College of Charleston,Florida International"
"27,Ohio Valley Conference,9,120,129,.482,-9.47,-6.36,0,1,0,Murray State Tennessee State,Murray State"
"28,Ivy Group,8,92,118,.438,-10.80,-7.86,0,1,0,Pennsylvania,"
"29,Mid-Continent Conference,10,128,144,.471,-11.03,-8.49,0,0,0,Valparaiso,Valparaiso"
"30,Northeast Conference,10,127,152,.455,-11.03,-8.36,0,1,0,Rider,Mount St. Mary's"
"31,Patriot League,8,101,122,.453,-11.77,-8.63,0,1,0,Bucknell Colgate,Colgate"
"32,American West Conference,4,32,78,.291,-14.34,-3.16,0,0,0,Southern Utah,Southern Utah"
"33,Southwest Athletic Conference,8,99,122,.448,-14.50,-9.29,0,1,0,Texas Southern,Texas Southern"
"34,Mid-Eastern Athletic Conference,9,102,151,.403,-16.69,-10.25,0,1,0,Coppin State,North Carolina A&T"
"Rk,Conference,Schls,W,L,W-L%,SRS,SOS,AP,NCAA,FF,Regular Season Champ,Tournament Champ"
"1,Big Ten Conference,11,203,129,.611,14.95,10.24,4,7,0,Purdue,"
"2,Big East Conference,10,183,121,.602,14.11,9.39,2,6,0,Connecticut,Providence"
"3,Big Eight Conference,8,158,89,.640,12.47,7.38,4,4,0,Missouri,Nebraska"
"4,Atlantic Coast Conference,9,171,112,.604,12.31,8.35,2,5,1,Duke,North Carolina"
"5,Southeastern Conference,12,209,154,.576,10.83,7.87,3,4,2,Florida (East) Kentucky (East) Arkansas (West),Kentucky"
"6,Great Midwest Conference,7,126,82,.606,10.22,5.29,3,4,0,Marquette,Cincinnati"
"7,Pacific-10 Conference,10,161,128,.557,9.43,7.51,3,4,1,Arizona,"
"8,Metropolitan Collegiate Athletic Conference,7,119,85,.583,9.06,5.12,1,1,0,Louisville,Louisville"
"9,Atlantic 10 Conference,9,149,115,.564,7.57,5.82,2,3,0,Massachusetts,Massachusetts"
"10,West Coast Conference,8,121,107,.531,3.04,2.04,0,1,0,Gonzaga,Pepperdine"
"11,Western Athletic Conference,10,165,131,.557,2.69,2.59,0,2,0,New Mexico,Hawaii"
"12,Southwest Conference,8,114,115,.498,1.50,1.54,1,1,0,Texas,Texas"
"13,Midwestern Collegiate Conference,6,94,80,.540,1.30,0.73,0,0,0,Xavier,Detroit Mercy"
"14,Mid-American Conference,10,148,132,.529,-0.31,-0.64,0,1,0,Ohio,Ohio"
"15,Missouri Valley Conference,10,144,140,.507,-0.33,0.40,0,2,0,Southern Illinois Tulsa,Southern Illinois"
"16,Big Sky Conference,8,126,96,.568,-0.80,-0.85,0,1,0,Idaho State Weber State,Boise State"
"17,Big West Conference,10,143,143,.500,-0.83,0.22,0,1,0,New Mexico State,New Mexico State"
"18,Sun Belt Conference,10,148,135,.523,-1.18,-1.13,0,2,0,Western Kentucky,Louisiana"
"19,Colonial Athletic Association,8,110,115,.489,-2.99,-2.72,0,1,0,James Madison Old Dominion,James Madison"
"20,Metro Atlantic Athletic Conference,8,119,111,.517,-3.32,-3.21,0,1,0,Canisius,Loyola (MD)"
"21,Mid-Continent Conference,10,137,147,.482,-4.98,-3.52,0,1,0,Green Bay,Green Bay"
"22,Southern Conference,10,138,145,.488,-5.11,-2.51,0,1,0,Chattanooga,Chattanooga"
"23,North Atlantic Conference,8,118,105,.529,-5.89,-5.87,0,1,0,Drexel,Drexel"
"24,Ohio Valley Conference,9,113,141,.445,-7.36,-3.98,0,1,0,Murray State,Tennessee State"
"25,Independent,6,55,110,.333,-8.12,-0.39,0,0,0,,"
"26,Southland Conference,10,134,146,.479,-8.37,-6.12,0,1,0,Louisiana-Monroe,Texas State"
"27,Northeast Conference,10,128,151,.459,-8.91,-6.60,0,1,0,Rider,Rider"
"28,Trans America Athletic Conference,10,127,153,.454,-8.96,-5.50,0,2,0,College of Charleston,Central Florida"
"29,Ivy Group,8,98,112,.467,-9.59,-6.62,0,1,0,Pennsylvania,"
"30,Big South Conference,10,131,147,.471,-10.24,-7.01,0,1,0,Towson,Liberty"
"31,Patriot League,8,96,127,.430,-11.48,-8.09,0,1,0,Colgate Fordham Holy Cross Navy,Navy"
"32,Mid-Eastern Athletic Conference,9,109,145,.429,-13.37,-8.82,0,1,0,Coppin State,North Carolina A&T"
"33,Southwest Athletic Conference,8,100,123,.448,-15.03,-9.56,0,1,0,Texas Southern,Texas Southern"
"34,East Coast Conference,6,57,108,.345,-17.78,-7.85,0,0,0,Troy,Hofstra"
"Rk,Conference,Schls,W,L,W-L%,SRS,SOS,AP,NCAA,FF,Regular Season Champ,Tournament Champ"
"1,Atlantic Coast Conference,9,181,100,.644,15.41,10.03,5,6,1,North Carolina,Georgia Tech"
"2,Big Eight Conference,8,157,92,.631,14.21,8.54,2,6,1,Kansas,Missouri"
"3,Big Ten Conference,11,203,130,.610,13.28,9.39,4,5,1,Indiana,"
"4,Great Midwest Conference,6,116,71,.620,12.37,6.13,1,3,0,Cincinnati,Cincinnati"
"5,Big East Conference,10,175,126,.581,12.01,8.52,1,3,0,Seton Hall,Seton Hall"
"6,Southeastern Conference,12,209,150,.582,10.50,7.92,3,4,1,Vanderbilt (East) Arkansas (West),Kentucky"
"7,Atlantic 10 Conference,8,142,95,.599,9.11,5.78,1,4,0,Massachusetts,Massachusetts"
"8,Pacific-10 Conference,10,161,129,.555,8.93,7.50,1,3,0,Arizona,"
"9,Metropolitan Collegiate Athletic Conference,7,107,95,.530,5.09,3.78,1,2,0,Louisville,Louisville"
"10,Big West Conference,10,150,134,.528,3.21,2.87,2,2,0,New Mexico State,Long Beach State"
"11,Southwest Conference,8,120,106,.531,2.92,2.71,0,2,0,Southern Methodist,Texas Tech"
"12,Western Athletic Conference,10,166,134,.553,2.72,2.81,2,3,0,Brigham Young Utah,New Mexico"
"13,Missouri Valley Conference,10,143,142,.502,1.47,2.18,0,1,0,Illinois State,Southern Illinois"
"14,Midwestern Collegiate Conference,8,111,116,.489,1.12,2.15,0,2,0,Evansville Xavier,Evansville"
"15,Sun Belt Conference,10,144,135,.516,0.97,0.71,2,2,0,New Orleans,Western Kentucky"
"16,Colonial Athletic Association,8,119,108,.524,0.29,-0.01,0,1,0,James Madison Old Dominion,East Carolina"
"17,West Coast Conference,8,120,109,.524,-3.39,-2.19,0,1,0,Pepperdine,Santa Clara"
"18,Metro Atlantic Athletic Conference,8,113,112,.502,-3.70,-3.19,0,1,0,Manhattan,Manhattan"
"19,Mid-American Conference,10,141,144,.495,-4.28,-2.87,0,1,0,Ball State Miami (OH),Ball State"
"20,Big Sky Conference,8,117,107,.522,-5.14,-4.43,0,1,0,Idaho,Boise State"
"21,Southern Conference,10,139,143,.493,-6.00,-4.28,0,1,0,Chattanooga,Chattanooga"
"22,Ivy Group,8,103,106,.493,-6.11,-4.89,0,1,0,Pennsylvania,"
"23,Southland Conference,10,133,139,.489,-6.49,-4.38,0,1,0,Louisiana-Monroe,Louisiana-Monroe"
"24,Mid-Continent Conference,9,119,133,.472,-6.57,-5.11,0,1,0,Cleveland State,Wright State"
"25,North Atlantic Conference,8,110,113,.493,-8.06,-6.48,0,1,0,Drexel Northeastern,Delaware"
"26,Southwest Athletic Conference,8,106,122,.465,-9.09,-5.49,0,1,0,Jackson State,Southern"
"27,Ohio Valley Conference,9,113,134,.457,-9.12,-4.80,0,1,0,Tennessee State,Tennessee State"
"28,Trans America Athletic Conference,9,126,120,.512,-9.48,-7.39,0,0,0,Florida International,"
"29,Patriot League,8,102,123,.453,-9.49,-6.75,0,1,0,Bucknell,Holy Cross"
"30,Independent,11,111,186,.374,-10.14,-2.70,0,0,0,,"
"31,Northeast Conference,10,124,159,.438,-10.86,-8.24,0,1,0,Rider,Rider"
"32,Big South Conference,10,132,154,.462,-13.06,-9.32,0,1,0,Towson,Coastal Carolina"
"33,Mid-Eastern Athletic Conference,9,110,141,.438,-16.39,-10.91,0,1,0,Coppin State,Coppin State"
"Rk,Conference,Schls,W,L,W-L%,SRS,SOS,AP,NCAA,FF,Regular Season Champ,Tournament Champ"
"1,Big Ten Conference,10,188,124,.603,15.85,10.91,4,5,2,Ohio State,"
"2,Big Eight Conference,8,166,83,.667,15.80,9.57,4,6,0,Kansas,Kansas"
"3,Atlantic Coast Conference,9,179,106,.628,13.70,9.04,3,5,1,Duke,Duke"
"4,Southeastern Conference,12,219,154,.587,10.98,7.54,4,4,0,Kentucky (East) Arkansas (West),Kentucky"
"5,Great Midwest Conference,6,113,70,.617,10.58,5.27,2,3,1,Cincinnati DePaul,Cincinnati"
"6,Big East Conference,10,177,136,.565,10.43,7.38,3,5,0,Georgetown Seton Hall St. John's (NY),Syracuse"
"7,Pacific-10 Conference,10,178,126,.586,10.42,8.21,3,4,0,UCLA,"
"8,Metropolitan Collegiate Athletic Conference,7,120,88,.577,7.06,4.57,0,4,0,Tulane,Charlotte"
"9,Atlantic 10 Conference,9,156,116,.574,6.09,4.58,1,3,0,Massachusetts,Massachusetts"
"10,Midwestern Collegiate Conference,6,100,76,.568,5.10,2.18,0,1,0,Evansville,Evansville"
"11,Southwest Conference,8,135,109,.553,4.78,3.20,0,2,0,Houston Texas,Houston"
"12,Western Athletic Conference,9,153,126,.548,4.70,3.79,0,2,0,Brigham Young Texas-El Paso,Brigham Young"
"13,Big West Conference,10,155,137,.531,4.20,3.96,1,1,0,Nevada-Las Vegas,New Mexico State"
"14,Mid-American Conference,9,137,128,.517,0.80,0.70,0,1,0,Miami (OH),Miami (OH)"
"15,Sun Belt Conference,11,166,164,.503,-0.06,-0.39,0,1,0,Louisiana Louisiana Tech,Louisiana"
"16,West Coast Conference,8,123,110,.528,-0.11,-0.43,0,1,0,Pepperdine,Pepperdine"
"17,Missouri Valley Conference,10,133,156,.460,-1.30,0.40,0,1,0,Illinois State Southern Illinois,Missouri State"
"18,Metro Atlantic Athletic Conference,9,130,136,.489,-2.81,-2.07,0,1,0,Manhattan,La Salle"
"19,Colonial Athletic Association,8,109,125,.466,-3.45,-1.18,0,1,0,James Madison Richmond,Old Dominion"
"20,Mid-Continent Conference,9,131,128,.506,-3.58,-2.78,0,1,0,Green Bay,Eastern Illinois"
"21,Big Sky Conference,9,132,130,.504,-4.09,-2.98,0,1,0,Montana,Montana"
"22,Ohio Valley Conference,8,107,125,.461,-5.27,-1.86,0,1,0,Murray State,Murray State"
"23,Southern Conference,8,117,114,.506,-5.41,-3.46,0,1,0,Chattanooga East Tennessee State,East Tennessee State"
"24,Independent,12,162,179,.475,-6.46,-3.07,0,0,0,,"
"25,Patriot League,8,103,128,.446,-7.23,-5.63,0,1,0,Bucknell Fordham,Fordham"
"26,Ivy Group,8,99,111,.471,-7.41,-5.28,0,1,0,Princeton,"
"27,Southland Conference,10,132,151,.466,-8.43,-5.61,0,1,0,Texas-San Antonio,Louisiana-Monroe"
"28,North Atlantic Conference,8,108,125,.464,-9.50,-6.99,0,1,0,Delaware,Delaware"
"29,Trans America Athletic Conference,8,101,130,.437,-9.77,-5.94,0,1,0,Georgia Southern,Georgia Southern"
"30,Northeast Conference,9,124,137,.475,-10.72,-8.82,0,1,0,Robert Morris,Robert Morris"
"31,Big South Conference,8,115,119,.491,-13.09,-9.80,0,1,0,Radford,Campbell"
"32,East Coast Conference,7,77,124,.383,-14.75,-9.40,0,0,0,Hofstra,Towson"
"33,Southwest Athletic Conference,8,94,136,.409,-15.16,-8.68,0,1,0,Mississippi Valley State Texas Southern,Mississippi Valley State"
"34,Mid-Eastern Athletic Conference,9,105,154,.405,-19.89,-13.25,0,1,0,Howard North Carolina A&T,Howard"
"Rk,Conference,Schls,W,L,W-L%,SRS,SOS,AP,NCAA,FF,Regular Season Champ,Tournament Champ"
"1,Big Eight Conference,8,161,97,.624,16.35,10.51,3,3,1,Kansas Oklahoma State,Missouri"
"2,Atlantic Coast Conference,8,165,89,.650,15.83,9.55,2,6,2,Duke,North Carolina"
"3,Big East Conference,9,181,107,.628,14.61,9.88,3,7,0,Syracuse,Seton Hall"
"4,Pacific-10 Conference,10,180,119,.602,12.39,8.54,2,4,0,Arizona,"
"5,Southeastern Conference,10,164,135,.548,11.26,8.52,4,5,0,Louisiana State Mississippi State,Alabama"
"6,Big Ten Conference,10,180,122,.596,10.99,7.87,2,5,0,Indiana Ohio State,"
"7,Southwest Conference,9,149,124,.546,7.79,5.47,2,2,0,Arkansas,Arkansas"
"8,Metropolitan Collegiate Athletic Conference,8,139,104,.572,7.08,4.68,1,2,0,Southern Mississippi,Florida State"
"9,Western Athletic Conference,9,160,115,.582,4.62,3.30,1,3,0,Utah,Brigham Young"
"10,Atlantic 10 Conference,10,162,142,.533,4.51,4.01,0,3,0,Rutgers,Penn State"
"11,Big West Conference,10,153,140,.522,3.28,2.73,2,2,1,Nevada-Las Vegas,Nevada-Las Vegas"
"12,American South Conference,7,120,88,.577,1.73,-1.09,0,2,0,Arkansas State New Orleans,Louisiana Tech"
"13,Missouri Valley Conference,9,131,141,.482,1.05,1.77,0,1,0,Creighton,Creighton"
"14,Mid-American Conference,9,142,124,.534,0.91,0.42,0,1,0,Eastern Michigan,Eastern Michigan"
"15,Sun Belt Conference,8,121,118,.506,0.59,0.99,0,1,0,South Alabama,South Alabama"
"16,Metro Atlantic Athletic Conference,9,136,130,.511,-0.87,-0.72,0,1,0,Siena,Saint Peter's"
"17,Midwestern Collegiate Conference,8,117,120,.494,-0.88,-0.85,0,1,0,Xavier,Xavier"
"18,West Coast Conference,8,115,120,.489,-2.21,-0.99,0,1,0,Pepperdine,Pepperdine"
"19,Mid-Continent Conference,9,139,125,.527,-3.34,-2.45,0,2,0,Northern Illinois,Green Bay"
"20,Colonial Athletic Association,8,114,119,.489,-3.58,-2.51,0,1,0,James Madison,Richmond"
"21,Ohio Valley Conference,7,112,94,.544,-4.23,-3.59,0,1,0,Murray State,Murray State"
"22,Southern Conference,8,124,109,.532,-4.49,-3.14,1,1,0,Chattanooga East Tennessee State Furman,East Tennessee State"
"23,Patriot League,7,98,109,.473,-6.44,-4.65,0,0,0,Fordham,Fordham"
"24,Big Sky Conference,9,127,133,.488,-6.99,-5.12,0,1,0,Montana,Montana"
"25,Northeast Conference,9,125,137,.477,-7.73,-6.38,0,1,0,Fairleigh Dickinson Saint Francis (PA),Saint Francis (PA)"
"26,Ivy Group,8,97,112,.464,-7.85,-5.12,1,1,0,Princeton,"
"27,North Atlantic Conference,6,77,99,.438,-8.20,-4.71,0,1,0,Northeastern,Northeastern"
"28,East Coast Conference,7,86,116,.426,-9.73,-6.16,0,1,0,Towson,Towson"
"29,Trans America Athletic Conference,8,101,131,.435,-10.35,-7.23,0,1,0,Texas-San Antonio,Georgia State"
"30,Southland Conference,8,104,125,.454,-10.82,-8.25,0,1,0,Louisiana-Monroe,Louisiana-Monroe"
"31,Independent,17,171,309,.356,-11.49,-4.69,1,1,0,,"
"32,Mid-Eastern Athletic Conference,9,110,150,.423,-12.32,-8.78,0,0,0,Coppin State,Florida A&M"
"33,Southwest Athletic Conference,8,94,133,.414,-13.64,-7.54,0,0,0,Jackson State,Jackson State"
"34,Big South Conference,8,104,128,.448,-14.54,-9.81,0,1,0,Coastal Carolina,Coastal Carolina"
