"Rk,Year,Lg,Rd,Pk,Tm,Player,Age,Pos,Born,College,From,To,G,MP,PTS,TRB,AST,STL,BLK,FG%,2P%,3P%,FT%,WS,WS/48"
"552,2016,NBA,1,23,BOS,Ante Žiži?\zizican01,19.175,F-C,hr,,2018,2019,91,14.2,6.4,4.2,0.6,0.2,0.4,.583,.583,,.708,3.0,.110"
"553,2016,NBA,1,28,PHO,Skal Labissière\labissk01,20.102,F,ht,University of Kentucky,2017,2019,115,17.6,7.6,4.3,1.0,0.4,0.6,.480,.492,.375,.746,3.0,.070"
"554,2002,NBA,2,44,CHI,Lonny Baxter\baxtelo01,23.156,F,us,University of Maryland,2003,2006,162,11.6,3.9,2.9,0.2,0.2,0.4,.466,.469,.200,.657,2.9,.075"
"555,2008,NBA,2,33,POR,Joey Dorsey\dorsejo01,24.199,F,us,University of Memphis,2009,2015,130,11.4,2.6,3.9,0.4,0.5,0.3,.534,.536,.000,.375,2.9,.092"
"556,2009,NBA,1,14,PHO,Earl Clark\clarkea01,21.165,F,us,University of Louisville,2010,2015,261,13.9,4.4,3.0,0.5,0.3,0.5,.403,.424,.328,.664,2.9,.038"
"557,2018,NBA,1,10,PHI,Mikal Bridges\bridgmi01,21.300,G,us,Villanova University,2019,2019,82,29.5,8.3,3.2,2.1,1.6,0.5,.430,.548,.335,.805,2.9,.058"
"558,2018,NBA,1,12,LAC,Miles Bridges\bridgmi02,20.097,G-F,us,Michigan State University,2019,2019,80,21.2,7.5,4.0,1.2,0.7,0.6,.464,.553,.325,.753,2.9,.083"
"559,2016,NBA,2,38,MIL,Patrick McCaw\mccawpa01,20.247,G,us,University of Nevada Las Vegas,2017,2019,157,15.5,3.7,1.5,1.2,0.6,0.2,.420,.513,.299,.791,2.8,.056"
"560,2017,NBA,2,46,PHI,Sterling Brown\brownst02,22.138,G,us,Southern Methodist University,2018,2019,112,16.2,5.3,2.9,1.0,0.5,0.2,.439,.509,.357,.758,2.8,.074"
"561,2000,NBA,1,4,CHI,Marcus Fizer\fizerma01,21.328,F,us,Iowa State University,2001,2006,289,20.9,9.6,4.6,1.2,0.5,0.3,.435,.446,.191,.691,2.7,.022"
"562,2014,NBA,1,5,UTA,Dante Exum\exumda01,18.353,G,au,,2015,2019,204,19.3,5.9,1.8,2.3,0.4,0.2,.400,.477,.304,.770,2.7,.033"
"563,2016,NBA,2,47,ORL,Jake Layman\laymaja01,22.114,F,us,University of Maryland,2017,2019,141,12.3,4.6,1.8,0.5,0.3,0.3,.457,.584,.302,.714,2.7,.075"
"564,2005,NBA,1,13,CHA,Sean May\mayse01,21.090,F,us,University of North Carolina,2006,2010,119,15.7,6.9,4.0,1.0,0.4,0.4,.458,.462,.231,.746,2.6,.068"
"565,2009,NBA,2,45,MIN,Nick Calathes\calatni01,20.143,G,us,University of Florida,2014,2015,129,15.6,4.6,1.9,2.7,1.0,0.1,.441,.476,.288,.581,2.6,.063"
"566,2018,NBA,2,33,DAL,Jalen Brunson\brunsja01,21.299,G,us,Villanova University,2019,2019,73,21.8,9.3,2.3,3.2,0.5,0.1,.467,.523,.348,.725,2.6,.077"
"567,2005,NBA,2,55,SEA,Lawrence Roberts\roberla01,22.257,F,us,Mississippi State University,2006,2007,87,13.2,3.8,3.6,0.4,0.5,0.2,.452,.460,.000,.688,2.5,.106"
"568,2017,NBA,2,33,ORL,Wesley Iwundu\iwundwe01,22.190,F,us,Kansas State University,2018,2019,130,17.3,4.4,2.5,1.0,0.5,0.3,.419,.458,.304,.787,2.5,.054"
"569,2009,NBA,2,53,SAS,Nando De Colo\decolna01,22.008,G,fr,,2013,2014,119,11.9,3.8,1.8,1.7,0.5,0.1,.429,.463,.363,.835,2.4,.081"
"570,2012,NBA,2,60,LAL,Robert Sacre\sacrero01,23.028,C,us,Gonzaga University,2013,2016,189,14.5,4.2,3.1,0.7,0.3,0.6,.436,.437,.000,.671,2.4,.042"
"571,2015,NBA,1,5,ORL,Mario Hezonja\hezonma01,20.125,F-G,hr,,2016,2019,277,18.9,7.3,3.0,1.3,0.7,0.3,.417,.484,.321,.811,2.4,.022"
"572,2015,NBA,2,31,MIN,Cedi Osman\osmande01,20.083,F,mk,,2018,2019,137,22.7,9.0,3.5,1.7,0.6,0.1,.437,.506,.351,.736,2.4,.036"
"573,2017,NBA,1,18,IND,T.J. Leaf\leaftj01,20.058,F,il,University of California Los Angeles,2018,2019,111,8.8,3.4,1.9,0.3,0.1,0.2,.511,.557,.356,.617,2.4,.117"
"574,2011,NBA,1,18,WAS,Chris Singleton\singlch01,21.219,F,us,Florida State University,2012,2014,148,17.6,4.1,3.2,0.6,0.8,0.4,.376,.400,.319,.633,2.3,.042"
"575,2016,NBA,1,8,SAC,Marquese Chriss\chrisma01,18.361,F,us,University of Washington,2017,2019,197,19.1,7.6,4.5,0.8,0.7,0.8,.429,.509,.296,.628,2.3,.029"
"576,2005,NBA,2,31,ATL,Salim Stoudamire\stoudsa01,22.266,G,us,University of Arizona,2006,2008,157,17.0,8.0,1.4,1.0,0.4,0.1,.407,.435,.366,.882,2.2,.040"
"577,2011,NBA,1,10,MIL,Jimmer Fredette\fredeji01,22.123,G,us,Brigham Young University,2012,2019,241,13.3,6.0,1.0,1.4,0.4,0.0,.409,.434,.372,.879,2.2,.033"
"578,2015,NBA,1,14,OKC,Cameron Payne\payneca01,20.326,G,us,Murray State University,2016,2019,153,16.0,6.0,1.8,2.5,0.7,0.2,.397,.443,.331,.775,2.2,.044"
"579,2000,NBA,1,11,BOS,Jérôme Moïso\moisoje01,22.019,F-C,fr,University of California Los Angeles,2001,2005,145,9.6,2.7,2.7,0.3,0.3,0.5,.489,.494,.000,.593,2.1,.074"
"580,2001,NBA,1,24,UTA,Raül López\lopezra01,21.078,G,es,,2004,2005,113,18.9,6.5,1.7,3.8,0.7,0.0,.429,.450,.346,.853,2.1,.047"
"581,2011,NBA,2,45,NOH,Josh Harrellson\harrejo01,22.136,C,us,University of Kentucky,2012,2014,75,11.8,3.5,3.0,0.3,0.4,0.5,.438,.497,.347,.629,2.1,.116"
"582,2013,NBA,2,36,SAC,Ray McCallum\mccalra01,22.021,G,us,University of Detroit Mercy,2014,2016,154,18.2,6.0,2.0,2.4,0.5,0.2,.408,.430,.335,.711,2.1,.035"
"583,2017,NBA,2,44,NYK,Damyean Dotson\dotsoda01,23.053,G,us,University of Oregon,2018,2019,117,21.2,8.2,3.0,1.4,0.6,0.1,.421,.477,.361,.736,2.1,.041"
"584,2001,NBA,1,17,TOR,Michael Bradley\bradlmi01,22.076,F-C,us,Villanova University,2002,2006,173,11.7,2.8,3.4,0.5,0.1,0.3,.477,.488,.143,.511,2.0,.047"
"585,2004,NBA,1,22,NJN,Viktor Khryapa\khryavi01,21.331,F,ua,,2005,2008,143,16.4,4.5,3.4,1.0,0.6,0.3,.443,.457,.292,.658,2.0,.041"
"586,2004,NBA,2,45,CHA,Bernard Robinson\robinbe01,23.186,G-F,us,University of Michigan,2005,2007,128,14.9,4.5,2.5,1.0,0.9,0.1,.417,.434,.161,.786,2.0,.049"
"587,2000,NBA,1,15,MIL,Jason Collier\collija02,22.299,C,us,Georgia Institute of Technology,2001,2005,151,14.4,5.6,2.9,0.3,0.2,0.2,.455,.458,.350,.738,1.9,.042"
"588,2012,NBA,2,33,CLE,Bernard James\jamesbe01,27.148,C,us,Florida State University,2013,2015,92,8.3,2.2,2.3,0.1,0.2,0.7,.497,.507,.000,.680,1.9,.117"
"589,2012,NBA,2,58,MIN,Robbie Hummel\hummero01,23.118,F,us,Purdue University,2014,2015,98,14.3,3.9,2.7,0.5,0.3,0.1,.418,.469,.343,.867,1.9,.066"
"590,2017,NBA,2,37,BOS,Semi Ojeleye\ojelese01,22.205,F,us,Southern Methodist University,2018,2019,129,13.5,3.0,1.9,0.3,0.2,0.1,.382,.485,.318,.613,1.9,.051"
"591,2018,NBA,1,7,CHI,Wendell Carter\cartewe01,19.071,C,us,Duke University,2019,2019,44,25.2,10.3,7.0,1.8,0.6,1.3,.485,.513,.188,.795,1.9,.080"
"592,2000,NBA,1,26,DEN,Mamadou N'Diaye\ndiayma02,25.019,C,sn,Auburn University,2001,2005,69,12.4,3.8,3.3,0.1,0.2,0.9,.427,.429,.000,.736,1.8,.101"
"593,2001,NBA,1,9,DET,Rodney White\whitero02,21.004,F,us,University of North Carolina at Charlotte,2002,2005,218,15.4,7.1,2.2,1.1,0.5,0.3,.424,.452,.314,.749,1.8,.026"
"594,2008,NBA,2,60,BOS,Semih Erden\erdense01,21.339,C,tr,,2011,2012,69,13.4,3.8,2.8,0.4,0.4,0.4,.546,.546,,.594,1.8,.094"
"595,2016,NBA,1,24,PHI,Timothé Luwawu-Cabarrot\luwawti01,21.051,F,fr,,2017,2019,171,15.6,5.7,1.9,0.9,0.4,0.1,.387,.457,.320,.820,1.8,.033"
"596,2017,NBA,1,17,MIL,D.J. Wilson\wilsodj01,21.129,F,us,University of Michigan,2018,2019,70,13.6,4.3,3.3,0.8,0.3,0.3,.423,.481,.364,.551,1.8,.090"
"597,2002,NBA,1,20,TOR,Kareem Rush\rushka01,21.244,G,us,University of Missouri,2003,2010,346,17.2,6.4,1.7,1.0,0.4,0.2,.400,.425,.358,.703,1.7,.013"
"598,2004,NBA,1,12,SEA,Robert Swift\swiftro01,18.208,C,us,,2005,2009,97,15.5,4.3,3.9,0.2,0.3,0.9,.506,.506,,.610,1.7,.054"
"599,2010,NBA,2,44,MIL,Jerome Jordan\jordaje01,23.274,C,jm,University of Tulsa,2012,2015,65,7.6,2.8,2.0,0.3,0.1,0.3,.528,.528,,.852,1.7,.168"
"600,2012,NBA,1,27,MIA,Arnett Moultrie\moultar01,21.228,F,us,Mississippi State University,2013,2014,59,12.4,3.6,3.1,0.2,0.4,0.2,.547,.547,,.667,1.7,.113"
"601,2012,NBA,1,28,OKC,Perry Jones\jonespe01,20.283,F,us,Baylor University,2013,2015,143,11.7,3.4,1.8,0.4,0.3,0.2,.420,.466,.293,.660,1.7,.048"
"602,2018,NBA,1,6,ORL,Mohamed Bamba\bambamo01,20.045,C,us,University of Texas at Austin,2019,2019,47,16.3,6.2,5.0,0.8,0.3,1.4,.481,.555,.300,.587,1.7,.106"
"603,2007,NBA,1,11,ATL,Acie Law\lawac01,22.159,G,us,Texas A&M University,2008,2011,188,12.7,3.9,1.0,1.6,0.4,0.0,.413,.452,.235,.778,1.6,.032"
"604,2011,NBA,2,53,ORL,DeAndre Liggins\liggide01,23.089,G,us,University of Kentucky,2012,2018,177,10.8,2.0,1.4,0.7,0.6,0.2,.402,.432,.352,.549,1.6,.040"
"605,2016,NBA,1,5,MIN,Kris Dunn\dunnkr01,22.103,G,us,Providence College,2017,2019,176,24.1,8.6,3.3,4.4,1.4,0.5,.417,.441,.323,.723,1.6,.018"
"606,2016,NBA,1,30,GSW,Damian Jones\jonesda03,20.364,F-C,us,Vanderbilt University,2017,2019,49,11.9,3.6,2.3,0.6,0.3,0.7,.643,.643,,.577,1.6,.129"
"607,2018,NBA,2,40,BRK,Rodions Kurucs\kurucro01,20.141,F,lv,,2019,2019,63,20.5,8.5,3.9,0.8,0.7,0.4,.450,.543,.315,.783,1.6,.059"
"608,2002,NBA,2,37,ATL,David Andersen\anderda03,22.008,C,au,,2010,2011,103,12.3,4.9,2.8,0.6,0.2,0.2,.440,.467,.347,.674,1.5,.059"
"609,2003,NBA,1,22,NJN,Zoran Planini?\planizo01,20.292,G,ba,,2004,2006,148,10.7,3.8,1.3,1.1,0.4,0.0,.405,.447,.289,.677,1.5,.046"
"610,2006,NBA,2,45,IND,Alexander Johnson\johnsal01,23.146,F,us,Florida State University,2007,2008,102,12.8,4.3,2.7,0.3,0.4,0.4,.517,.517,,.672,1.5,.056"
"611,2008,NBA,1,28,MEM,Donté Greene\greendo01,20.131,F,de,Syracuse University,2009,2012,253,16.8,6.1,2.4,0.7,0.4,0.5,.406,.467,.304,.701,1.5,.017"
"612,2008,NBA,2,38,CHA,Kyle Weaver\weaveky01,22.134,G,us,Washington State University,2009,2011,73,18.9,5.0,2.2,1.6,0.8,0.5,.441,.497,.353,.736,1.5,.051"
"613,2018,NBA,1,19,ATL,Kevin Huerter\huertke01,19.303,G,us,University of Maryland,2019,2019,75,27.3,9.7,3.3,2.9,0.9,0.3,.419,.457,.385,.732,1.5,.034"
"614,2018,NBA,2,42,DET,Bruce Brown\brownbr01,21.315,G,us,University of Miami,2019,2019,74,19.6,4.3,2.5,1.2,0.5,0.5,.398,.457,.258,.750,1.5,.048"
"615,2002,NBA,1,21,POR,Qyntel Woods\woodsqy01,21.135,F,us,Northeast Mississippi Community College,2003,2006,167,12.3,4.1,2.3,0.6,0.4,0.2,.452,.470,.357,.603,1.4,.032"
"616,2002,NBA,2,40,WAS,Juan Carlos Navarro\navarju01,22.018,G,es,,2008,2008,82,25.8,10.9,2.6,2.2,0.6,0.0,.402,.455,.361,.849,1.4,.031"
"617,2002,NBA,2,47,UTA,Jamal Sampson\sampsja01,19.047,F-C,us,University of California,2003,2007,72,8.8,2.0,3.4,0.4,0.1,0.4,.491,.495,.000,.537,1.4,.106"
"618,2012,NBA,2,36,SAC,Orlando Johnson\johnsor01,23.115,G,us,University of California Santa Barbara,2013,2016,103,10.8,3.2,1.7,0.7,0.2,0.1,.358,.398,.311,.727,1.4,.059"
"619,2012,NBA,2,53,LAC,Furkan Aldemir\aldemfu01,20.329,F-C,tr,,2015,2015,41,13.2,2.3,4.3,0.7,0.4,0.4,.513,.548,.000,.481,1.4,.122"
"620,2017,NBA,2,36,PHI,Jonah Bolden\boldejo01,21.177,F,au,,2019,2019,44,14.5,4.7,3.8,0.9,0.4,0.9,.494,.697,.354,.481,1.4,.106"
"621,2000,NBA,2,45,SAC,Jabari Smith\smithja01,23.142,C,us,Louisiana State University,2001,2005,108,9.8,3.0,1.6,0.6,0.3,0.2,.413,.420,.125,.690,1.3,.058"
"622,2008,NBA,2,52,MIA,Darnell Jackson\jacksda01,22.237,F,us,University of Kansas,2009,2011,138,7.5,2.2,1.5,0.2,0.2,0.1,.449,.463,.235,.644,1.3,.059"
"623,2011,NBA,2,36,NJN,Jordan Williams\willijo03,20.260,F,us,University of Maryland,2012,2012,43,14.8,4.6,3.6,0.3,0.5,0.3,.507,.507,,.652,1.3,.101"
"624,2012,NBA,2,31,CHA,Jeffery Taylor\tayloje03,23.042,F,se,Vanderbilt University,2013,2015,132,19.4,6.1,2.0,0.8,0.5,0.2,.409,.458,.319,.665,1.3,.024"
"625,2014,NBA,1,18,PHO,Tyler Ennis\ennisty01,19.311,G,ca,Syracuse University,2015,2018,186,12.6,4.2,1.3,1.9,0.5,0.1,.419,.458,.317,.768,1.3,.026"
"626,2014,NBA,1,21,OKC,Mitch McGary\mcgarmi01,22.025,F-C,us,University of Michigan,2015,2016,52,10.7,4.4,3.5,0.3,0.3,0.3,.527,.544,.000,.580,1.3,.108"
"627,2014,NBA,2,32,PHI,K.J. McDaniels\mcdankj01,21.142,G-F,us,Clemson University,2015,2017,148,14.1,5.3,2.2,0.6,0.5,0.6,.412,.479,.290,.776,1.3,.030"
"628,2000,NBA,2,42,SEA,Olumide Oyedeji\oyedeol01,19.053,C,ng,,2001,2003,93,6.3,1.4,2.1,0.1,0.2,0.2,.495,.495,,.659,1.2,.095"
"629,2017,NBA,2,45,HOU,Dillon Brooks\brookdi01,21.157,F-G,ca,University of Oregon,2018,2019,100,26.8,10.3,2.9,1.5,0.8,0.2,.435,.475,.359,.745,1.2,.021"
"630,2018,NBA,1,20,MIN,Josh Okogie\okogijo01,19.298,G,ng,Georgia Institute of Technology,2019,2019,74,23.7,7.7,2.9,1.2,1.2,0.4,.386,.464,.279,.728,1.2,.034"
"631,2018,NBA,1,27,BOS,Robert Williams\williro04,20.252,F,us,Texas A&M University,2019,2019,32,8.8,2.5,2.5,0.2,0.3,1.3,.706,.706,,.600,1.2,.201"
"632,2018,NBA,1,30,ATL,Omari Spellman\spellom01,20.340,F,us,Villanova University,2019,2019,46,17.5,5.9,4.2,1.0,0.6,0.5,.402,.466,.344,.711,1.2,.070"
"633,2001,NBA,2,45,CHI,Sean Lampley\lamplse01,21.303,F,us,University of California,2003,2004,45,12.2,4.5,2.1,0.7,0.2,0.1,.463,.476,.000,.691,1.1,.096"
"634,2003,NBA,1,17,PHO,Žarko ?abarkapa\cabarza01,22.041,F,rs,,2004,2006,150,10.3,4.3,2.1,0.6,0.2,0.2,.427,.457,.273,.733,1.1,.035"
"635,2006,NBA,2,37,MIN,Bobby Jones\jonesbo02,22.176,F,us,University of Washington,2007,2008,91,9.5,3.2,1.6,0.5,0.3,0.0,.442,.491,.306,.685,1.1,.060"
"636,2013,NBA,1,29,OKC,Archie Goodwin\goodwar01,18.319,G,us,University of Kentucky,2014,2017,165,14.5,6.3,2.0,1.2,0.4,0.2,.429,.484,.236,.700,1.1,.022"
"637,2014,NBA,1,20,TOR,Bruno Caboclo\cabocbr01,18.283,F,br,,2015,2019,69,14.7,4.9,2.8,0.9,0.3,0.6,.392,.451,.344,.839,1.1,.054"
"638,2014,NBA,2,44,MIN,Markel Brown\brownma02,22.154,G,us,Oklahoma State University,2015,2018,113,15.9,5.2,2.1,1.2,0.6,0.2,.380,.427,.295,.781,1.1,.029"
"639,2016,NBA,1,16,BOS,Guerschon Yabusele\yabusgu01,20.194,F,fr,,2018,2019,74,6.6,2.3,1.4,0.4,0.2,0.2,.442,.548,.323,.682,1.1,.105"
"640,2016,NBA,1,26,PHI,Furkan Korkmaz\korkmfu01,18.339,G,tr,,2018,2019,62,12.2,4.9,1.9,0.9,0.5,0.0,.388,.482,.323,.792,1.1,.070"
"641,2017,NBA,2,40,NOP,Dwayne Bacon\bacondw01,21.302,G,us,Florida State University,2018,2019,96,15.3,5.1,2.2,0.9,0.3,0.1,.432,.455,.377,.761,1.1,.034"
"642,2001,NBA,2,34,ATL,Terence Morris\morrite01,22.173,F,us,University of Maryland,2002,2006,139,13.9,3.4,2.7,0.7,0.3,0.4,.407,.465,.196,.711,1.0,.025"
"643,2002,NBA,1,18,ORL,Curtis Borchardt\borchcu01,21.291,C,us,Stanford University,2004,2005,83,13.5,3.1,3.3,0.8,0.2,0.6,.421,.423,.000,.742,1.0,.041"
"644,2002,NBA,2,33,DEN,Vincent Yarbrough\yarbrvi01,21.102,G-F,us,University of Tennessee,2003,2003,59,23.4,6.9,2.7,2.2,1.0,0.6,.393,.420,.269,.790,1.0,.035"
"645,2010,NBA,1,29,ORL,Daniel Orton\ortonda01,19.327,C-F,us,University of Kentucky,2012,2014,51,10.6,2.8,2.5,0.5,0.4,0.5,.485,.490,.000,.597,1.0,.093"
"646,2012,NBA,1,13,PHO,Kendall Marshall\marshke01,20.319,G,us,University of North Carolina,2013,2016,160,19.3,5.0,1.6,4.9,0.7,0.1,.399,.422,.370,.611,1.0,.015"
"647,2014,NBA,2,58,SAS,Jordan McRae\mcraejo01,23.096,G,us,University of Tennessee,2016,2019,86,10.6,4.9,1.2,0.9,0.3,0.2,.427,.460,.352,.784,1.0,.051"
"648,2016,NBA,2,50,IND,Georges Niang\niangge01,23.012,F,us,Iowa State University,2017,2019,91,7.0,2.9,1.2,0.5,0.2,0.1,.434,.514,.364,.821,1.0,.073"
"649,2017,NBA,1,20,POR,Harry Giles\gilesha01,19.066,F-C,us,Duke University,2019,2019,58,14.1,7.0,3.8,1.5,0.5,0.4,.503,.512,.000,.637,1.0,.056"
"650,2017,NBA,2,41,ATL,Tyler Dorsey\dorsety01,21.130,G,us,University of Oregon,2018,2019,104,16.1,6.7,2.3,1.3,0.3,0.1,.389,.429,.350,.669,1.0,.030"
"651,2017,NBA,2,48,MIL,Sindarius Thornwell\thornsi01,22.225,G,us,University of South Carolina,2018,2019,137,10.7,2.5,1.3,0.6,0.5,0.2,.415,.442,.342,.689,1.0,.034"
"652,2000,NBA,2,40,ATL,Hanno Möttölä\mottoha01,23.298,C,fi,University of Utah,2001,2002,155,15.2,4.6,2.9,0.5,0.2,0.2,.442,.451,.063,.783,0.9,.019"
"653,2005,NBA,1,29,MIA,Wayne Simien\simiewa01,22.117,F,us,University of Kansas,2006,2007,51,9.9,3.3,1.9,0.2,0.3,0.0,.469,.469,,.854,0.9,.083"
"654,2007,NBA,2,38,PHI,Kyrylo Fesenko\fesenky01,20.191,C,ua,,2008,2012,135,8.2,2.3,2.0,0.3,0.1,0.4,.496,.500,.000,.410,0.9,.038"
"655,2010,NBA,2,52,BOS,Luke Harangody\haranlu01,22.179,F,us,University of Notre Dame,2011,2012,70,12.4,3.6,2.8,0.5,0.3,0.3,.376,.440,.241,.737,0.9,.048"
"656,2013,NBA,2,38,WAS,Nate Wolters\woltena01,22.049,G,us,South Dakota State University,2014,2018,84,18.8,5.5,2.2,2.5,0.5,0.2,.423,.452,.261,.635,0.9,.028"
"657,2014,NBA,1,26,MIA,P.J. Hairston\hairspj02,21.189,G-F,us,University of North Carolina,2015,2016,111,18.0,6.0,2.4,0.5,0.5,0.2,.343,.414,.295,.810,0.9,.021"
"658,2014,NBA,2,60,SAS,Cory Jefferson\jeffeco01,23.188,F,us,Baylor University,2015,2016,58,10.0,3.5,2.8,0.3,0.2,0.4,.444,.474,.125,.583,0.9,.071"
"659,2017,NBA,2,34,SAC,Frank Mason\masonfr01,23.086,G,us,University of Kansas,2018,2019,90,15.8,6.8,1.9,2.6,0.6,0.2,.392,.426,.300,.773,0.9,.029"
"660,2017,NBA,2,53,BOS,Kadeem Allen\allenka01,24.164,G,us,University of Arizona,2018,2019,37,14.1,5.6,1.7,2.4,0.5,0.2,.436,.466,.362,.778,0.9,.080"
"661,2018,NBA,1,23,IND,Aaron Holiday\holidaa01,21.269,G,us,University of California Los Angeles,2019,2019,50,12.9,5.9,1.3,1.7,0.4,0.3,.401,.459,.339,.820,0.9,.065"
"662,2001,NBA,2,51,PHO,Alton Ford\fordal02,20.034,F,us,University of Houston,2002,2004,73,7.2,2.5,1.7,0.2,0.1,0.1,.507,.507,,.697,0.8,.074"
"663,2002,NBA,1,2,CHI,Jay Williams\willija03,20.294,G,us,Duke University,2003,2003,75,26.1,9.5,2.6,4.7,1.1,0.2,.399,.431,.322,.640,0.8,.020"
"664,2002,NBA,2,41,LAC,Mario Kasun\kasunma01,22.087,C,hr,,2005,2006,73,7.8,2.7,2.6,0.2,0.1,0.2,.467,.470,.000,.636,0.8,.069"
"665,2004,NBA,2,47,MIA,Pape Sow\sowpa01,22.220,F,sn,California State University Fullerton,2005,2007,76,11.6,2.9,2.8,0.2,0.4,0.3,.416,.416,,.678,0.8,.044"
"666,2005,NBA,2,32,LAC,Daniel Ewing\ewingda01,22.100,G,us,Duke University,2006,2007,127,13.3,3.4,1.2,1.4,0.5,0.1,.389,.429,.295,.780,0.8,.024"
"667,2006,NBA,2,31,POR,James White\whiteja02,23.256,G-F,us,University of Cincinnati,2007,2013,67,8.7,2.7,1.0,0.5,0.3,0.1,.438,.482,.340,.676,0.8,.062"
"668,2006,NBA,2,54,NJN,Hassan Adams\adamsha01,22.013,G,us,University of Arizona,2007,2009,73,7.5,2.5,1.2,0.2,0.2,0.1,.534,.537,.000,.643,0.8,.072"
"669,2007,NBA,2,34,DAL,Nick Fazekas\fazekni01,22.016,F,us,University of Nevada Reno,2008,2008,26,10.3,4.1,3.4,0.4,0.3,0.4,.561,.575,.000,.682,0.8,.148"
"670,2008,NBA,2,48,PHO,Malik Hairston\hairsma01,21.129,G,us,University of Oregon,2009,2010,62,7.6,2.4,1.2,0.5,0.2,0.3,.512,.549,.167,.514,0.8,.086"
"671,2010,NBA,1,12,MEM,Xavier Henry\henryxa01,19.106,G,be,University of Kansas,2011,2015,185,15.7,5.7,1.9,0.6,0.5,0.1,.406,.419,.325,.635,0.8,.013"
"672,2013,NBA,1,19,CLE,Sergey Karasev\karasse01,19.249,G-F,ru,,2014,2016,95,11.7,3.0,1.5,0.9,0.3,0.0,.395,.489,.282,.842,0.8,.036"
"673,2014,NBA,1,17,BOS,James Young\youngja01,18.319,G-F,us,University of Kentucky,2015,2018,95,8.5,2.3,1.0,0.3,0.3,0.1,.367,.534,.277,.563,0.8,.046"
"674,2016,NBA,1,21,ATL,DeAndre' Bembry\bembrde01,21.360,F,us,Saint Joseph's University,2017,2019,146,18.9,6.3,3.3,1.9,0.9,0.4,.445,.504,.281,.605,0.8,.014"
"675,2016,NBA,2,58,BOS,Abdel Nader\naderab01,22.277,F,eg,Iowa State University,2018,2019,109,11.2,3.6,1.7,0.4,0.3,0.2,.387,.432,.333,.667,0.8,.030"
"676,2018,NBA,2,45,BRK,Hamidou Diallo\diallha01,19.330,G,us,University of Kentucky,2019,2019,51,10.3,3.7,1.9,0.3,0.4,0.2,.455,.504,.167,.610,0.8,.069"
"677,2001,NBA,1,22,ORL,Jeryl Sasser\sasseje01,22.140,G,us,Southern Methodist University,2002,2003,82,12.9,2.5,2.3,0.8,0.6,0.1,.303,.305,.295,.687,0.7,.032"
"678,2003,NBA,2,56,BOS,Brandon Hunter\huntebr01,22.219,F,us,Ohio University,2004,2005,67,9.4,3.3,2.8,0.3,0.3,0.1,.476,.484,.000,.488,0.7,.055"
"679,2007,NBA,2,41,MIN,Chris Richard\richach01,22.190,F,us,University of Florida,2008,2010,70,11.1,1.9,2.8,0.4,0.3,0.2,.483,.483,,.605,0.7,.045"
"680,2010,NBA,1,22,POR,Elliot Williams\williel01,21.009,G,us,University of Memphis,2012,2016,109,13.5,4.9,1.5,0.9,0.4,0.1,.421,.489,.310,.669,0.7,.024"
"681,2010,NBA,2,41,MIA,Jarvis Varnado\varnaja01,22.120,F,us,Mississippi State University,2013,2014,37,10.7,2.9,1.9,0.4,0.3,0.8,.582,.582,,.518,0.7,.089"
"682,2014,NBA,1,29,OKC,Josh Huestis\huestjo01,22.195,F,us,Stanford University,2016,2018,76,14.1,2.5,2.4,0.3,0.2,0.6,.346,.400,.312,.240,0.7,.030"
"683,2000,NBA,2,34,CHI,Khalid El-Amin\elamikh01,21.070,G,us,University of Connecticut,2001,2001,50,18.7,6.3,1.6,2.9,1.0,0.0,.370,.383,.333,.778,0.6,.030"
"684,2009,NBA,1,24,DAL,Byron Mullens\mulleby01,20.136,C,us,Ohio State University,2010,2014,189,18.2,7.4,4.2,0.8,0.4,0.5,.408,.438,.319,.706,0.6,.008"
"685,2014,NBA,2,35,UTA,Jarnell Stokes\stokeja01,20.175,F-C,us,University of Tennessee,2015,2017,28,5.4,2.4,1.4,0.3,0.3,0.2,.581,.581,,.531,0.6,.202"
"686,2015,NBA,1,29,BRK,Chris McCullough\mcculch01,20.145,F,us,Syracuse University,2016,2018,59,9.0,3.3,1.9,0.3,0.5,0.3,.426,.470,.306,.548,0.6,.054"
"687,2015,NBA,2,48,OKC,Dakari Johnson\johnsda04,19.281,C,us,University of Kentucky,2018,2018,31,5.2,1.8,1.1,0.3,0.2,0.3,.564,.564,,.550,0.6,.178"
"688,2018,NBA,1,15,WAS,Troy Brown\browntr01,18.333,G-F,us,University of Oregon,2019,2019,52,14.0,4.8,2.8,1.5,0.4,0.1,.415,.455,.319,.681,0.6,.039"
"689,2018,NBA,1,17,MIL,Donte DiVincenzo\divindo01,21.146,G,us,Villanova University,2019,2019,27,15.2,4.9,2.4,1.1,0.5,0.2,.403,.683,.265,.750,0.6,.069"
"690,2018,NBA,1,22,CHI,Chandler Hutchison\hutchch01,22.061,G,us,Boise State University,2019,2019,44,20.3,5.2,4.2,0.8,0.5,0.1,.459,.516,.280,.605,0.6,.030"
"691,2002,NBA,1,13,MIL,Marcus Haislip\haislma01,21.191,F,us,University of Tennessee,2003,2010,89,9.6,3.5,1.5,0.2,0.2,0.4,.437,.444,.350,.659,0.5,.026"
